name,value_p10,ci_p10,value_map,ci_map,value_bpref,ci_bpref,value_rbp,ci_rbp,value_cov,ci_cov,value_urbp,ci_urbp,value_urbpgr,ci_urbpgr,value_trbp,ci_trbp,value_trbpgr,ci_trbpgr,value_crbp,ci_crbp,value_crbpgr,ci_crbpgr
MRIM2,0.211333333333,0.0318673207042,0.0601583333333,0.00987903610874,0.130747,0.0165678866647,0.204569,0.0303626125708,8.12333333333,0.257890459243,0.091005,0.0174206140326,0.089678,0.0142995561489,0.114165,0.0225593900376,0.102113,0.0178805310034,0.032296,0.010923904882,0.0486156666667,0.00951266844364
terrier.BM25spam50,0.266,0.0321315887529,0.070187,0.0093873517826,0.134313666667,0.0136696706883,0.263923333333,0.0310149052594,9.56,0.104703646367,0.085267,0.0157002846152,0.0994226666667,0.012988476301,0.140729,0.0217247965843,0.124328,0.0167824254965,0.0256586666667,0.00986270864286,0.0496246666667,0.00802939619671
GUIR3,0.296333333333,0.0357642907383,0.115188333333,0.0145001536216,0.178978,0.0214148151099,0.281272,0.0336617473934,9.6,0.111895430305,0.0928366666667,0.0174550843272,0.104547666667,0.0133392653412,0.123226,0.0200754574299,0.122568333333,0.0163037777897,0.0229353333333,0.00833054762037,0.0480743333333,0.00747617637036
CUNI2,0.290333333333,0.0351038943721,0.102924333333,0.013445924043,0.165558333333,0.0193656248417,0.272418666667,0.0330819086034,9.98333333333,0.0270253139455,0.0907556666667,0.0166806075606,0.101797333333,0.0132965325494,0.121906,0.0211148093072,0.117164333333,0.0166668560294,0.0237816666667,0.00962783239542,0.0467276666667,0.00807417388302
indri.TFIDF1,0.283333333333,0.036250324271,0.102427666667,0.015547223121,0.175328,0.0217860697736,0.26538,0.0341073994585,9.45,0.114987703507,0.09102,0.016669710332,0.100172333333,0.0137984770495,0.119731,0.0207414302103,0.115666666667,0.017197415624,0.0229096666667,0.00899789698815,0.0461543333333,0.00808919242424
terrier.TFIDF2,0.313,0.0382680904974,0.125232333333,0.0164591694222,0.191917333333,0.0224652569474,0.291063666667,0.0358290375949,9.82666666667,0.0710692177327,0.095582,0.0184872796776,0.107682333333,0.0143693164395,0.132539,0.0225057159112,0.126756666667,0.0178689912302,0.024199,0.00980151634302,0.0494883333333,0.00836519740485
InfoLab2,0.148,0.027572632487,0.0333303333333,0.0061869700295,0.085184,0.0116141229481,0.139968,0.025731195167,9.19666666667,0.139602284617,0.033438,0.00981966136298,0.0494363333333,0.0100158169209,0.0760513333333,0.0176708034142,0.0666956666667,0.0137095443726,0.011015,0.00680873661171,0.024507,0.00623314983058
KISTI2,0.256,0.036275644206,0.103705,0.014650970935,0.167593,0.0216478041412,0.241379,0.0337415932752,9.56333333333,0.114526200789,0.095452,0.0196574893906,0.0966686666667,0.0146994922707,0.119492333333,0.0225296477296,0.110097,0.0179067135792,0.0289426666667,0.0115009834095,0.0475983333333,0.00938920455376
terrier.BM25spam60,0.272666666667,0.032520690372,0.0617093333333,0.00812069328571,0.121127333333,0.0119672464874,0.266458333333,0.0308891892268,9.52333333333,0.100692310286,0.0871876666667,0.0158098684836,0.102068,0.0132245694395,0.145883666667,0.0225555497874,0.128959666667,0.0172615282423,0.0256236666667,0.0104267351332,0.0515023333333,0.00836764334977
indri.LMDir1,0.261,0.0344281584931,0.086246,0.0116359831197,0.150318333333,0.0182082947926,0.25254,0.0325283551144,9.82,0.0596019533629,0.0950243333333,0.0172232148337,0.098229,0.0131543168904,0.120434333333,0.0210409683649,0.111975333333,0.0164096240759,0.0261043333333,0.00971278940382,0.0464373333333,0.00802207982272
KISTI1,0.261666666667,0.0367662305359,0.104079333333,0.0146264805348,0.167722666667,0.0216290684432,0.242964,0.0339570324958,9.65666666667,0.0895251861189,0.0957673333333,0.0196200921226,0.0971823333333,0.0146816145984,0.118981666667,0.0225505377098,0.110235666667,0.0178777878114,0.0288543333333,0.0115000899477,0.0476776666667,0.00936261741916
terrierBM251,0.291,0.0352044385683,0.103480333333,0.0134966977256,0.165756333333,0.0194029431548,0.274018333333,0.0331257889317,10.0,0.0,0.0928456666667,0.0171749218236,0.103404333333,0.0136615774072,0.120833666667,0.0211436977062,0.116710333333,0.0166249466565,0.0239286666667,0.00977774062173,0.0467693333333,0.00815862543176
ub-botswana3,0.242,0.0319007220585,0.0844353333333,0.0138400482314,0.179456666667,0.0210548431594,0.242166666667,0.0313592097288,7.99,0.231469617061,0.0999256666667,0.018034893484,0.098014,0.0132981898407,0.144707,0.0238933246269,0.125791,0.0190331576464,0.025378,0.00886891040322,0.051233,0.00811663334129
