name,value_p10,ci_p10,value_map,ci_map,value_bpref,ci_bpref,value_rbp,ci_rbp,value_cov,ci_cov,value_urbp,ci_urbp,value_urbpgr,ci_urbpgr,value_trbp,ci_trbp,value_trbpgr,ci_trbpgr,value_crbp,ci_crbp,value_crbpgr,ci_crbpgr
ecnu2,0.416,0.0942329478734,0.186126,0.044890899491,0.261308,0.0624158911632,0.391484,0.0855365171775,9.58,0.215522056372,0.119406,0.0449243428875,0.142056,0.030851385243,0.182644,0.0597466357583,0.1754,0.0438508314226,0.020644,0.0222745254366,0.066436,0.018231822828
terrier.BM25.conc1,0.406,0.0945908543635,0.203142,0.0491905296274,0.25881,0.0656743726939,0.38455,0.0888236164133,9.96,0.0562563877055,0.111882,0.0498768964622,0.13841,0.0353913096442,0.186302,0.0604867592343,0.170974,0.0470227546867,0.036082,0.0301027912707,0.065882,0.0224495175866
CUNI1,0.222,0.0749256981491,0.069948,0.0261952449591,0.128974,0.0413830242004,0.229566,0.0760087189986,9.28,0.422079146607,0.09082,0.0389134001167,0.086876,0.0288124096653,0.09551,0.0509918695192,0.09563,0.0388092093993,0.012952,0.0139558346792,0.039202,0.0168015289382
indri.TFIDF.rbp1,0.322,0.0861801375881,0.16279,0.0427171048245,0.202058,0.0553748121266,0.326268,0.0860806104052,10.0,0.0,0.109106,0.0453705621222,0.118166,0.0321592301749,0.141814,0.0579835958198,0.138452,0.0425902594023,0.024884,0.0194160510962,0.052526,0.0176791980757
KDEIR2,0.03,0.0231453050072,0.001596,0.00109432110681,0.00544,0.00311414168933,0.04006,0.0319394949656,6.8,0.529353377561,0.00512,0.00720081762631,0.008808,0.00775098024581,0.012608,0.0127692962402,0.014536,0.0116722850606,0.00256,0.00514451260029,0.004592,0.00434061354547
terrier.LMDir.conc1,0.258,0.0838142301517,0.079684,0.0224101535025,0.14943,0.0392935159587,0.264904,0.082459451221,9.18,0.375145121393,0.117502,0.055317572917,0.111496,0.0381159056187,0.133826,0.0631132247611,0.122976,0.0466718988572,0.03544,0.0289290086703,0.055138,0.0244864314439
indri.TFIDF.conc2,0.378,0.101950961006,0.180902,0.0506813633345,0.256802,0.0691390295616,0.357646,0.0935140838265,9.54,0.293947476428,0.128448,0.0549786722664,0.136266,0.0411932263594,0.182302,0.0548660443384,0.167212,0.048308036203,0.036008,0.0325781030005,0.069224,0.0251313957746
indri.LMDir.conc2,0.314,0.0984503527677,0.1303,0.0428077954879,0.21173,0.0624072280834,0.30421,0.091607607098,9.56,0.230811213233,0.096496,0.0514780741392,0.110814,0.0381850362963,0.14976,0.0599632878827,0.139666,0.0490915019538,0.030938,0.0311436874608,0.053928,0.0235301294625
indri.LMDir.conc1,0.352,0.0902808403806,0.161468,0.039917461118,0.227836,0.0567651807965,0.333028,0.0861028615773,9.88,0.09329066504,0.114036,0.0480170647102,0.121768,0.0342189933354,0.17228,0.0624912782134,0.151614,0.0477711142138,0.030262,0.029480597646,0.05759,0.0220121600524
terrier.LMDir.rrf2,0.318,0.0923476920438,0.110476,0.034151350992,0.174208,0.0518549032117,0.304288,0.0893617308784,9.5,0.326062673447,0.147914,0.0571734002019,0.13623,0.0405105935461,0.18366,0.0680576538168,0.153904,0.0514829819177,0.057754,0.0348724400997,0.075332,0.0265177913151
KDEIR1,0.03,0.0231453050072,0.0016,0.00109943103622,0.005436,0.00311165699823,0.04006,0.0319394949656,6.76,0.531094267223,0.00512,0.00720081762631,0.008808,0.00775098024581,0.012608,0.0127692962402,0.014536,0.0116722850606,0.00256,0.00514451260029,0.004592,0.00434061354547
terrier.TFIDF.conc2,0.418,0.0972170633007,0.207234,0.0502532168461,0.2804,0.0699156782566,0.394818,0.0902572610336,9.94,0.0681782393828,0.128,0.0570379145012,0.146484,0.0385054749368,0.184502,0.0627262902425,0.173,0.0490867343181,0.040912,0.0344386935976,0.067172,0.0244170410412
terrier.TFIDF.rrf2,0.406,0.104366907985,0.221008,0.0516436798442,0.251184,0.0666175687463,0.37976,0.0968755096155,10.0,0.0,0.10759,0.0486318742989,0.136686,0.0376065913389,0.170834,0.0607736440869,0.165432,0.0496672086008,0.032748,0.0290317359231,0.062964,0.0228068060326
indri.LMDir.rbp1,0.312,0.084314231749,0.150812,0.0374460551781,0.181234,0.0523184467444,0.300766,0.0834239131005,10.0,0.0,0.112754,0.049360216223,0.114668,0.0336456638564,0.142398,0.0555905568969,0.12987,0.0413974036242,0.030962,0.0304935697915,0.052844,0.0216752702282
indri.OKAPI.rbp1,0.314,0.0836015633101,0.16179,0.040065977301,0.196212,0.0547447529562,0.31395,0.0825893792413,10.0,0.0,0.112128,0.0466686122869,0.117598,0.0340777704723,0.132824,0.0509584285555,0.130604,0.0401139229392,0.030144,0.0234046850815,0.05373,0.0194718554164
terrier.BM25.rbp1,0.338,0.0881842429285,0.176406,0.0421631040939,0.202272,0.0550118905734,0.325284,0.0827613950479,10.0,0.0,0.117342,0.0486666874198,0.126158,0.0349569973839,0.14813,0.0571133043174,0.139024,0.0435878972112,0.036774,0.03180082848,0.058998,0.0238318245717
WHUIRGroup1,0.142,0.0649821144052,0.04591,0.0196102253989,0.108204,0.0408357405535,0.14486,0.0675064463472,8.5,0.580587770938,0.048564,0.0375959349127,0.05973,0.0315226940132,0.07329,0.0458359632744,0.070144,0.0370920202527,0.024538,0.0288610403486,0.03352,0.0228506080287
terrier.BM25.rrf1,0.382,0.0972170633007,0.213634,0.0514130030161,0.237628,0.064904594673,0.371366,0.0913392565747,9.98,0.0401915046898,0.11719,0.0489135661008,0.137306,0.0363120858396,0.17202,0.0610289845652,0.161646,0.0468573277632,0.037632,0.0308109391005,0.06323,0.0227025799386
terrier.TFIDF.rbp2,0.358,0.0947092758344,0.19053,0.0454825955454,0.220676,0.0598972506019,0.325154,0.0909989996433,10.0,0.0,0.10299,0.047785193207,0.11962,0.0368592161526,0.141862,0.0558838910016,0.139918,0.0455009595361,0.031226,0.0268668114011,0.056048,0.0220804823062
InfoLab1,0.33,0.0959473129227,0.131798,0.0384624246699,0.20013,0.0557065091493,0.311378,0.0850790912663,9.54,0.270589228798,0.11007,0.0457544732403,0.12186,0.0359645014819,0.13079,0.0554144486756,0.13257,0.0429675356283,0.025442,0.0260782207076,0.05549,0.0215150861728
GUIR1,0.372,0.0984553754459,0.183474,0.0483240169664,0.23573,0.0656183383842,0.3508,0.0941278839021,9.7,0.183822284156,0.095558,0.0451148346179,0.12512,0.0360813116087,0.1511,0.060519060329,0.15056,0.0479422513966,0.024752,0.0237342440364,0.054628,0.0199677077094
terrier.LMDir.conc2,0.282,0.0851023141901,0.076588,0.0262204482047,0.166992,0.0488674015607,0.279414,0.0832004906221,8.58,0.418352711612,0.130276,0.0572457485003,0.125382,0.0406261695011,0.140506,0.0614294223964,0.134564,0.0480481570663,0.055824,0.0398109106813,0.066384,0.0280517261791
ecnu1,0.394,0.100832480549,0.19006,0.0465690552137,0.244518,0.0638050071247,0.374384,0.0928733354863,9.74,0.1604581359,0.098016,0.0462101455262,0.130042,0.0353979453118,0.170086,0.0579354681384,0.165728,0.0465707969957,0.03302,0.0295678391791,0.061726,0.022370975666
indri.LMDir.rrf2,0.322,0.0989979897925,0.149838,0.0419530380361,0.208364,0.0618178563305,0.297168,0.0903476817447,9.86,0.0996137921581,0.099662,0.0476739345453,0.11056,0.0364363010838,0.152218,0.0637852128074,0.13735,0.0495749376351,0.0238,0.0271783703015,0.05412,0.0239600222201
terrier.BM25.conc2,0.426,0.0980813219997,0.208504,0.0499745010298,0.283476,0.0691111458219,0.400864,0.0908910898396,9.94,0.0681782393828,0.124578,0.0549321770499,0.148228,0.0382220851836,0.197248,0.0640255165382,0.17884,0.0492663749528,0.041706,0.0340329900662,0.069146,0.0241682555764
terrier.BM25.rbp2,0.352,0.0910082195266,0.190748,0.0452429823355,0.222946,0.059255123492,0.32903,0.0892154768664,10.0,0.0,0.104686,0.0470986857577,0.121294,0.0359525884292,0.142642,0.0556795140474,0.14052,0.0448162388357,0.030176,0.0266247387339,0.055968,0.0214678987606
indri.LMDir.rrf1,0.34,0.09329066504,0.173796,0.0432027589153,0.210702,0.0575171602739,0.317532,0.0856728795954,10.0,0.0,0.103698,0.0473936940397,0.114628,0.0333415494677,0.153184,0.0617041832948,0.139428,0.0473594683486,0.025932,0.0269858176896,0.052804,0.0204545443932
terrier.LMDir.rrf1,0.344,0.0934953971555,0.157862,0.0414753592051,0.185482,0.0562293431807,0.338998,0.0875019205067,9.94,0.0681782393828,0.140146,0.0560305670457,0.142282,0.0401659309384,0.167538,0.061672281624,0.15642,0.049121564714,0.044596,0.03161666492,0.07137,0.0267203729326
GUIR3,0.396,0.0948605700927,0.17334,0.0419117517613,0.232246,0.0607575838029,0.381906,0.0905522841944,9.74,0.1604581359,0.132986,0.0508060808577,0.147196,0.036547391727,0.176582,0.0642500846626,0.171532,0.0489976462899,0.031144,0.0268331931859,0.066658,0.0213957044524
CUNI2,0.236,0.08684129068,0.07822,0.0321308220074,0.13937,0.0449924474911,0.229004,0.0820780451538,9.12,0.468709460855,0.055336,0.032888292379,0.075954,0.0306993798623,0.093634,0.0492645831474,0.08919,0.038219426963,0.013822,0.0194904749769,0.031588,0.01739464489
InfoLab2,0.172,0.0721804750665,0.03523,0.0168344853584,0.084514,0.0258451720833,0.159328,0.0685360545813,9.62,0.189474236395,0.043668,0.0300568054487,0.061468,0.0304941641452,0.086324,0.0456313775497,0.075264,0.0360252544006,0.016906,0.0235993852036,0.031504,0.0204013618729
indri.TFIDF.conc1,0.386,0.10027513717,0.189832,0.0510598478506,0.254618,0.0674622675561,0.369664,0.0943842122368,9.9,0.0861246529067,0.120286,0.0498442246903,0.134242,0.0376205878592,0.180688,0.0552079888252,0.169124,0.0478637136917,0.032196,0.0294813200612,0.06626,0.0228532494515
indri.TFIDF.rrf2,0.404,0.102381731407,0.184666,0.0504150922373,0.248194,0.0666487938824,0.366238,0.0971503891337,9.8,0.181566710584,0.104856,0.0469491123281,0.135114,0.0375792880457,0.17419,0.0581861359703,0.162434,0.0491959961497,0.030366,0.028900262897,0.062936,0.0230423176775
terrier.TFIDF.rrf1,0.378,0.098329731523,0.213328,0.0511066773836,0.23813,0.0648241642058,0.369142,0.0916321002387,9.98,0.0401915046898,0.116118,0.0488319280623,0.136696,0.0366529505922,0.172228,0.0611713610174,0.161228,0.0468703605608,0.038488,0.0313652504558,0.063522,0.0229825291082
indri.OKAPI.conc2,0.41,0.10668492819,0.183108,0.0507928061368,0.25647,0.0697209726897,0.39284,0.0972466254214,9.72,0.199227584316,0.132802,0.0585060734037,0.14794,0.0428439370165,0.203046,0.0615461248711,0.181806,0.0513673998341,0.04389,0.0386082316245,0.074808,0.0279327050181
indri.OKAPI.conc1,0.382,0.0972170633007,0.192928,0.0490682491917,0.261502,0.0665401687961,0.37271,0.0899925769938,9.88,0.109543576821,0.118856,0.0512627426785,0.134822,0.0368092500299,0.189086,0.0567788292143,0.16937,0.0471370013222,0.04098,0.0347611105731,0.06683,0.0246857670032
terrier.TFIDF.rbp1,0.34,0.0882048015281,0.175886,0.0423409609983,0.20283,0.0550497098706,0.319698,0.0834298802971,10.0,0.0,0.111222,0.0473701911901,0.120376,0.0336372982087,0.144526,0.0558042296699,0.1365,0.0423338354699,0.033966,0.0288290846678,0.056,0.0216581316264
indri.OKAPI.rrf2,0.374,0.106925682587,0.179218,0.051065367564,0.240032,0.0689542063104,0.347084,0.0991652998976,9.8,0.114832870542,0.089866,0.0485315898271,0.121314,0.038134627006,0.169288,0.0607000179407,0.156482,0.0511803523329,0.028194,0.0280571997697,0.05801,0.0238317040587
terrier.TFIDF.conc1,0.41,0.0947371181973,0.203544,0.0493938566428,0.260298,0.0662745749196,0.384508,0.0889158481709,9.94,0.0681782393828,0.1172,0.0507857500045,0.14019,0.0359805529494,0.184362,0.0603709784739,0.16958,0.0472883259741,0.038394,0.0308847218448,0.066282,0.0228620210047
terrier.LMDir.rbb1,0.306,0.0879071687901,0.138744,0.036692867331,0.162938,0.0510737297087,0.295286,0.0856076242625,10.0,0.0,0.118312,0.0523487580077,0.119334,0.0355644521944,0.133946,0.0564404888141,0.126964,0.0425216889008,0.03302,0.029306382355,0.055446,0.0218809456296
indri.OKAPI.rrf1,0.39,0.102267359074,0.20102,0.0536575047182,0.236418,0.0669211530817,0.367562,0.0946638675496,9.88,0.136356478766,0.105284,0.0489562835004,0.128642,0.0358900736159,0.177494,0.059258770853,0.160118,0.048809271489,0.030976,0.0302493962737,0.060016,0.023082072086
indri.LMDir.rbp2,0.298,0.0890399150082,0.13291,0.0376710392436,0.185604,0.0566300632427,0.296662,0.0867110650861,10.0,0.0,0.108432,0.0511940077823,0.117624,0.0368291710287,0.137054,0.060308276319,0.131952,0.0452534165475,0.03261,0.0303376122931,0.055092,0.0229031532281
